Serie,Fecha,Folio,Razón Social,Total,IVA,Descuento Documento 1,Neto,Cancelado,UUID,Nombre de la Moneda,Nombre del agente
IMP,27/08/2020,852,ACEITES Y ESPECIALIDADES DEL BAJIO ,895.44,"123,51",0,"771,93",0,1290DE8F-59C8-4D00-80E9-8417C1D3F61E,Peso Mexicano,Ricardo Martinez
IMP,27/08/2020,853,PRODUCTOS FRUGO,4539.08,"626,08",0,"3.913,00",1,9A826923-F3B1-43DA-ABFB-DB436121C805,Dólar Americano,José Vazquez
IMP,31/08/2020,854,GERARDO ARREDONDO HERNANDEZ,4613.18,"636,3",0,"4.418,76",0,792E7106-6529-4575-B3B7-8157F67C072A,Peso Mexicano,José Vazquez
IMP,31/08/2020,855,PROAMBIENTE DEL BAJIO ,8499.99,"1.172,41",0,"7.327,58",0,A9D62321-1E34-4E87-AA74-C4D41F06D939,Peso Mexicano,David Martin
IMP,01/09/2020,856,GERARDO ARREDONDO HERNANDEZ,11020.00,"1.520,00",0,"9.500,00",0,554F91E9-CEB5-49A3-8859-1662ADF00BC8,Peso Mexicano,Yarisbeth
IMP,01/09/2020,857,GERARDO ARREDONDO HERNANDEZ,3681.84,"507,84",0,"3.174,00",0,DD372814-831B-4B60-BCA5-861EEB4D5114,Peso Mexicano,Yarisbeth
IMP,01/09/2020,858,FUJITA CORPORATION,9222.00,"1.272,00",0,"7.950,00",0,C2750AA9-C3C2-4BE7-8895-FB1C42DEB186,Peso Mexicano,Yarisbeth
IMP,01/09/2020,859,DISTRIBUIDORA DE MATERIALES TRIANGULO,6722.20,"927,2",0,"5.795,00",0,ADD1C544-A316-473E-A844-19CAC0A48BB9,Peso Mexicano,Yarisbeth
IMP,01/09/2020,860,PRODUCTOS FRUGO,6380.00,880,0,"5.500,00",0,F1647E15-25BC-4C99-B431-BF640D755835,Peso Mexicano,Yarisbeth
FCNS,02/09/2020,630,REDWINGS,638.00,88,0,550,0,F1581EF5-DC0B-48EC-8B9F-F9E27B574F8D,Peso Mexicano,Yarisbeth
IMP,02/09/2020,861,PRODUCTOS FRUGO,4539.08,"626,08",0,"3.913,00",0,3AF173EE-AF31-4408-B952-FEED75B1C507,Dólar Americano,Yarisbeth
IMP,02/09/2020,862,RIGS TECHNOLOGY SAPI DE CV,1392.00,192,0,"1.200,00",1,F9B1A229-3547-417E-87A5-F2D4D05BC4ED,Peso Mexicano,Yarisbeth
IMP,02/09/2020,863,INSTITUTO DEL BAJIO,1184.27,"163,35",0,"1.020,92",0,0DAC194D-37D1-4EA7-96CF-497FE1215780,Peso Mexicano,(Ninguno)
IMP,02/09/2020,864,INELBIO ,3236.40,"446,4",0,"2.790,00",1,1A7C1FEF-4E7D-420C-8CC3-7437FCEAB174,Peso Mexicano,Yarisbeth
IMPM,02/09/2020,303,ESTRATEGIAS FINANCIERAS Y DE PROTECCION PATRIMONIAL UNIR,2164.56,"298,56",0,"1.866,00",1,EEB3D64E-A210-46BE-BFE5-DB5E6963DCF9,Peso Mexicano,(Ninguno)
IMPM,02/09/2020,304,IQFRESH TRANSPORT,2436.00,336,0,"2.100,00",0,156D87ED-638F-46CD-B7D7-E686634F17F6,Peso Mexicano,Yarisbeth
IMPM,02/09/2020,305,ESTRATEGIAS FINANCIERAS Y DE PROTECCION PATRIMONIAL UNIR,2164.56,"298,56",0,"1.866,00",0,B3E5BB95-1E30-4FE3-A561-E5F4F9536C57,Peso Mexicano,Yarisbeth
IMPM,02/09/2020,306,VAPORIZACIONES  Y MULTISERVICIOS CASILLAS ,336.40,"46,4",0,290,0,75963AD0-1EB8-4DD5-A5EB-CFE5134A655D,Peso Mexicano,Yarisbeth
IMPM,02/09/2020,307,AURORA MUÑOZ CHARRE,336.40,"46,4",0,290,1,32622256-E471-4D0B-9946-5144657A0ADC,Peso Mexicano,Yarisbeth
IMPM,02/09/2020,308,OSCAR HUGO CORONA BOTELLO,336.40,"46,4",0,290,0,771F0C72-923C-4F15-8E38-21CFA01FE7C8,Peso Mexicano,Yarisbeth
IMPM,02/09/2020,309,OSCAR HUGO CORONA BOTELLO,870.00,120,0,750,0,67EC2C58-051D-4DB6-861B-BEEA6A72F827,Peso Mexicano,Yarisbeth
IMPM,02/09/2020,310,HUGO ELOY MARQUEZ DIOSDADO,2088.00,288,0,"1.800,00",0,9EA5FF18-8F33-47E3-B3B6-5F2F06A61372,Peso Mexicano,Yarisbeth
FCNS,04/09/2020,631,JOFLOSA DISTRIBUCIONES ,783.41,"108,06",0,"675,35",0,D17BEFFD-9C98-4164-BB09-58AA5205C0CE,Peso Mexicano,Yarisbeth
FCNS,04/09/2020,632,INSTITUTO DEL BAJIO,1856.00,256,0,"2.000,00",1,4E2BFAAF-9021-44C8-8551-6FF8534A2578,Peso Mexicano,Yarisbeth
IMP,04/09/2020,865,IQFRESH TRANSPORT,43352.12,"5.979,60",0,"37.372,52",0,472FFC7B-171D-4008-88BA-68CADD9685B3,Peso Mexicano,Heber Castillo
IMP,04/09/2020,866,JOFLOSA DISTRIBUCIONES ,493.00,68,0,425,0,537C17D6-1DCC-4149-AC66-17C7EEE2F6DA,Peso Mexicano,David Martin
IMP,04/09/2020,867,IDT TELECOM MEXICO S DE R.L. DE C.V.,974.40,"134,4",0,840,0,65B42441-0708-4989-947A-2B72F0AD98B8,Peso Mexicano,Yarisbeth
IMP,06/09/2020,868,21 RESTO ,2102.57,"290,01",0,"1.812,56",0,16B95163-DC3C-49DB-A7CA-534FC2A0B133,Peso Mexicano,Alejandro Velazquez
IMP,06/09/2020,869,ANTONIA NUÑEZ HERNANDEZ,1774.80,"244,8",0,"1.700,00",0,97C4A11A-BBE5-4C68-89D3-E8E266E702EC,Peso Mexicano,Ricardo Martinez
IMP,07/09/2020,870,GERARDO ARREDONDO HERNANDEZ,132540.53,"18.281,45",0,"114.259,08",0,8A8D818E-A59A-4C57-8E04-BA105FD87235,Peso Mexicano,David Martin
IMP,08/09/2020,871,FERRETERA SALAMANCA ,10815.38,"1.491,78",0,"9.323,60",1,8AC4D7C9-1993-4043-9918-76B364F47DD9,Peso Mexicano,Ricardo Martinez
IMP,08/09/2020,872,FERRETERA SALAMANCA ,9191.38,"1.267,78",0,"7.923,60",0,52C5B89F-25DE-4A6F-AEB9-237FCB07EE08,Peso Mexicano,(Ninguno)
IMP,11/09/2020,873,FERRETERAS UNIDAS ,10000.00,"1.379,31",0,"8.620,69",0,861A030C-154A-433D-B3C7-4F5917DB15D1,Peso Mexicano,David Martin
IMP,11/09/2020,874,FERRETERAS UNIDAS ,6871.38,"947,78",0,"5.923,60",0,397C36FA-6628-41BB-BAC1-94018694F025,Peso Mexicano,David Martin
IMPM,12/09/2020,311,INSTITUTO DEL BAJIO,12108.80,"1.670,18",0,"10.438,62",0,47BD2F17-AB61-43DE-A7EB-A50764F17244,Peso Mexicano,Yarisbeth
IMPM,12/09/2020,312,PATRICIA ILEANA ESCÁRCEGA MORALES,134.56,"18,56",0,116,0,E3DCA84A-BEBD-4DFE-A5D7-2977D4B006D6,Peso Mexicano,Yarisbeth
FCNS,14/09/2020,634,MIICA,3062.40,"422,4",0,"2.640,00",0,65BFD001-94E1-47FB-8A53-B8BD39AF6883,Peso Mexicano,David Martin
IMPM,14/09/2020,313,MIICA,37323.00,"5.148,00",0,"32.175,00",0,06C2AE27-63DB-488C-8DCD-E18068E4367B,Peso Mexicano,Lilian Garcia
FCNS,15/09/2020,633,"""""""JARDÍN DE NIÑOS MI PRIMERA ESTANCIA DE SALAMANCA""",638.00,88,0,550,1,17595D10-6CDA-4FE5-8FEF-FFBFD87AD2AC,Peso Mexicano,Gandhi Flores
FCNS,15/09/2020,636,SANDRA MORENO SIERRA,1276.00,176,0,"1.100,00",0,ABC70715-0A03-42D9-B7E8-DD7A7A68F841,Peso Mexicano,Gandhi Flores
FCNS,15/09/2020,637,CORPORATIVO ARHUMANO ,5881.20,"811,2",0,"5.070,00",1,0B9343E4-89C2-402D-9C93-07F50045FF37,Peso Mexicano,Gandhi Flores
FCNS,15/09/2020,638,PATRICIA ILEANA ESCÁRCEGA MORALES,7841.60,"1.081,60",0,"6.760,00",0,B46FA81A-E9CA-4EBC-B377-5DDA46047C55,Peso Mexicano,Gandhi Flores
IMP,15/09/2020,875,IQFRESH TRANSPORT,11020.00,"1.520,00",0,"9.500,00",1,C5C5F72C-0B30-43DE-8B39-DE9DCCB101AF,Peso Mexicano,Yarisbeth
IMP,17/09/2020,876,GERARDO ARREDONDO HERNANDEZ,2534.90,"349,64",0,"2.185,26",1,AC5FA317-64F2-4A2F-B835-1142EF5B9FFC,Peso Mexicano,Alejandro Velazquez
IMP,17/09/2020,877,IQFRESH TRANSPORT,10440.00,"1.440,00",0,"9.000,00",0,AEC808D2-97AF-4FA8-BADB-D7E8A4D0B0D3,Peso Mexicano,Yarisbeth
IMP,21/09/2020,878,PRODUCTOS FRUGO,6912.58,"953,46",0,"6.621,25",0,0BD4054E-BC3D-4523-BA94-E1DCF4468FE7,Peso Mexicano,(Ninguno)
IMP,21/09/2020,879,INELBIO ,3236.40,"446,4",0,"2.790,00",0,C3CF3895-BECA-4DE9-8BEF-E0B0EAB38F39,Peso Mexicano,(Ninguno)
IMP,21/09/2020,880,INELBIO ,6900.00,"951,72",0,"5.948,28",1,0216EE2A-E5EA-4304-B095-26EA45808182,Peso Mexicano,(Ninguno)
IMP,21/09/2020,881,INELBIO ,28273.84,"3.899,84",0,"24.374,00",1,77772885-6926-40BA-A64E-EF9766EEAAF9,Peso Mexicano,(Ninguno)
IMP,21/09/2020,882,INELBIO ,126716.79,"17.478,17",0,"109.238,62",0,34BF97C3-4AC5-471B-AA71-151C97B6CBD8,Peso Mexicano,Yarisbeth
IMP,24/09/2020,883,GERARDO ARREDONDO HERNANDEZ,39208.28,"5.408,04",0,"33.800,24",0,C27247A5-A261-429E-85B7-28DB1BE07892,Peso Mexicano,David Martin
IMP,25/09/2020,884,PRODUCTOS FRUGO,5400.00,"744,83",0,"4.655,17",0,77B863B3-5B22-465F-A7E4-2337BC7CEC97,Peso Mexicano,David Martin
IMP,28/09/2020,885,INELBIO ,28273.84,"3.899,84",0,"24.374,00",0,101DC2D7-5B5F-41F0-9D3F-0DC0BA3930D0,Peso Mexicano,Yarisbeth
IMP,28/09/2020,886,INELBIO ,6900.00,"951,72",0,"5.948,28",0,A4A30209-059A-4109-AF4D-68A26E62A824,Peso Mexicano,(Ninguno)
IMP,29/09/2020,887,HOWARD GRANADOS SERRALLONGA,2194.13,"302,64",0,"1.891,49",0,0CB5DB2E-B18D-42CD-970B-A8E94B48D2A3,Peso Mexicano,Ricardo Martinez
FCNS,02/10/2020,639,TSO Y ASOCIADOS,613.63,"84,64",0,"528,99",0,9CA290C7-3A38-4E5A-AA01-5C0347FE9C97,Peso Mexicano,José Vazquez
IMP,05/10/2020,888,GERARDO ARREDONDO HERNANDEZ,11020.00,"1.520,00",0,"9.500,00",0,4F0012B8-8515-40A0-99DD-183036578533,Peso Mexicano,Yarisbeth
IMP,05/10/2020,889,GERARDO ARREDONDO HERNANDEZ,3681.84,"507,84",0,"3.174,00",0,ADB8E03E-D190-4379-9AC5-4AEE88F37A5D,Peso Mexicano,Yarisbeth
IMP,05/10/2020,890,FUJITA CORPORATION,9222.00,"1.272,00",0,"7.950,00",0,9E04D621-A575-43E7-A006-9C741138A3B2,Peso Mexicano,Yarisbeth
IMP,05/10/2020,891,ESCUELA PREPARATORIA LUIS SPOTA,1621.41,"223,64",0,"1.553,08",1,442F0C13-FF83-4022-9543-55074ABC6F9F,Peso Mexicano,Alejandro Velazquez
IMP,05/10/2020,892,SAGOT,9794.88,"1.351,02",0,"8.443,86",1,E043F970-4E55-4AFB-92F0-988DAD1ACDC1,Peso Mexicano,David Martin
IMP,05/10/2020,893,PRODUCTOS FRUGO,6380.00,880,0,"5.500,00",0,F3E8F31C-ABBB-40C6-91DE-90D73EE9AED6,Peso Mexicano,Yarisbeth
IMP,05/10/2020,894,HOWARD GRANADOS SERRALLONGA,2194.13,"302,64",0,"1.891,49",0,1AD2EE8C-948A-40FD-8D5C-3B0E6E3E408D,Peso Mexicano,Yarisbeth
IMP,05/10/2020,895,DISTRIBUIDORA DE MATERIALES TRIANGULO,6722.20,"927,2",0,"5.795,00",0,4FE859A3-BE28-4167-94D1-D65F1ACAB82D,Peso Mexicano,Yarisbeth
IMP,05/10/2020,896,RIGS TECHNOLOGY SAPI DE CV,1392.00,192,0,"1.200,00",1,11F4DB5D-5D43-49AA-B183-6BE723D6AD3F,Peso Mexicano,Yarisbeth
IMP,05/10/2020,897,INELBIO ,3236.40,"446,4",0,"2.790,00",0,DDC99FDE-87F7-414C-9299-EDFC42C74988,Peso Mexicano,Yarisbeth
IMPM,05/10/2020,314,AURORA MUÑOZ CHARRE,336.40,"46,4",0,290,0,13DCDE37-B72B-4FFE-9AA9-ABE3258B2009,Peso Mexicano,(Ninguno)
IMPM,05/10/2020,315,AURORA MUÑOZ CHARRE,336.40,"46,4",0,290,0,81CF81E8-76D4-4388-8820-D668FAE6B91B,Peso Mexicano,Yarisbeth
IMPM,05/10/2020,316,ESTRATEGIAS FINANCIERAS Y DE PROTECCION PATRIMONIAL UNIR,2164.56,"298,56",0,"1.866,00",0,CBCFE4EB-3640-4555-93CA-5AF5A8D53FE4,Peso Mexicano,(Ninguno)
IMPM,05/10/2020,317,IQFRESH TRANSPORT,2436.00,336,0,"2.100,00",0,17677B9D-C0D2-4E22-8F2E-3F6BC7757910,Peso Mexicano,Yarisbeth
IMPM,05/10/2020,318,VAPORIZACIONES  Y MULTISERVICIOS CASILLAS ,336.40,"46,4",0,290,0,9C83BA18-25E7-434F-B886-29030ED3DD9E,Peso Mexicano,Yarisbeth
IMPM,05/10/2020,319,PATRICIA ILEANA ESCÁRCEGA MORALES,134.56,"18,56",0,116,0,C45DDE27-AC91-41A6-BB4D-DA3937C60C4D,Peso Mexicano,Yarisbeth
IMPM,05/10/2020,320,OSCAR HUGO CORONA BOTELLO,336.40,"46,4",0,290,0,6FA57D6F-C813-4E9A-B635-D5F6177DD92C,Peso Mexicano,Yarisbeth
IMPM,05/10/2020,321,OSCAR HUGO CORONA BOTELLO,870.00,120,0,750,1,B32D6F29-E92C-4045-898A-E21F03F2A93B,Peso Mexicano,Yarisbeth
IMPM,05/10/2020,322,HUGO ELOY MARQUEZ DIOSDADO,2088.00,288,0,"1.800,00",0,9F06E38F-A7BB-424D-B232-243BD19ADED7,Peso Mexicano,(Ninguno)
IMP,06/10/2020,898,SAGOT,9794.88,"1.351,02",0,"8.443,86",0,475D3610-3A28-4016-891F-80C336423022,Peso Mexicano,Yarisbeth
FCNS,07/10/2020,640,CORPORATIVO DE COMBUSTIBLES ,212.66,"29,33",0,"183,33",0,7EB1484D-86A0-4FA9-BAE6-2CE3C732A773,Peso Mexicano,Yarisbeth
FCNS,13/10/2020,641,"""""""JARDÍN DE NIÑOS MI PRIMERA ESTANCIA DE SALAMANCA""",1276.00,176,0,"1.100,00",0,09FA8271-F76F-4B42-9E97-326001059D85,Peso Mexicano,José Vazquez
IMP,13/10/2020,899,MIICA,17215.11,"2.374,51",0,"14.840,60",1,EC8B6913-DEAE-4E6D-8C27-FF6757FC160F,Peso Mexicano,David Martin
IMP,13/10/2020,900,SAGOT,115090.56,"15.874,56",0,"99.216,00",0,A8D93ACB-76E2-4757-BBAD-741AEF77A22D,Peso Mexicano,David Martin
IMPM,13/10/2020,323,INSTITUTO DEL BAJIO,12982.64,"1.790,71",0,"11.191,93",0,7656F09F-0474-4364-843A-B00B4D0940F2,Peso Mexicano,(Ninguno)
IMP,14/10/2020,901,SAGOT,3466.24,"478,1",0,"2.988,14",0,FB5E1428-45EA-4386-9B4E-1F07F560A5A4,Dólar Americano,David Martin
IMP,14/10/2020,902,SAGOT,231098.10,"31.875,60",0,"199.222,50",0,E902A0F6-4E77-479A-AAB0-0D27B72AD3CD,Peso Mexicano,David Martin
IMP,14/10/2020,903,PRODUCTOS FRUGO,2753.05,"379,73",0,"2.373,32",0,9C4C3FA1-9048-45DA-B8A1-0B0AC697F402,Peso Mexicano,David Martin
FCNS,15/10/2020,642,VAPORIZACIONES  Y MULTISERVICIOS CASILLAS ,3062.40,"422,4",0,"2.640,00",0,A35E8494-7A54-4A19-813D-EC52C0024C4C,Peso Mexicano,Gandhi Flores
IMP,16/10/2020,904,JOSE GUADALUPE FIGUEROA CARMONA,8929.40,"1.231,64",0,"7.697,76",0,D7CD0980-B757-41CE-ACE5-BC94C395A041,Peso Mexicano,David Martin
IMP,16/10/2020,905,PIZARONES INDUSTRIALES SERIMART ,4640.00,640,0,"4.000,00",0,100FD1B6-DB40-4F45-9614-309CCC2F80E9,Peso Mexicano,David Martin
IMP,20/10/2020,906,ESCUELA PREPARATORIA LUIS SPOTA,1621.41,"223,64",0,"1.553,08",0,DDD52A0B-C440-4519-AC28-FB3EA9480EA0,Peso Mexicano,Yarisbeth
IMP,20/10/2020,907,GRUPO MODUS ,1321.24,"182,24",0,"1.319,00",0,5987713C-7A40-43AF-BCCB-FC546C243CA2,Peso Mexicano,David Martin
FCNS,21/10/2020,643,VITABAJIO,36371.80,"5.016,80",0,"36.500,00",0,194A49C8-95CE-490D-B682-03DCB6217F4F,Peso Mexicano,Yarisbeth
FCNS,21/10/2020,644,CORPORATIVO DE COMBUSTIBLES ,1728.40,"238,4",0,"1.490,00",0,53A21DAF-BD76-46F8-A6F3-0C8C140E323B,Peso Mexicano,Yarisbeth
IMP,21/10/2020,908,CARLOS EDUARDO CAUDILLO MÉNDEZ,2000.00,"275,86",0,"1.724,14",0,2452FE0A-66E3-4BC5-B696-77B310C4F6FF,Peso Mexicano,Yarisbeth
IMP,22/10/2020,909,CARLOS EDUARDO CAUDILLO MÉNDEZ,2000.00,"275,86",0,"1.724,14",0,B0493B85-CECB-4C20-BE59-0B5C322C43FA,Peso Mexicano,Yarisbeth
IMP,23/10/2020,910,CARLOS EDUARDO CAUDILLO MÉNDEZ,1450.00,200,0,"1.250,00",0,87637612-4EAC-44EB-9D12-10D9630BBE33,Peso Mexicano,Yarisbeth
IMP,23/10/2020,911,GERARDO ARREDONDO HERNANDEZ,2534.90,"349,64",0,"2.185,26",0,884E1BB0-7B3C-4673-B30E-5BF4C9C9E9F2,Peso Mexicano,Yarisbeth
IMP,23/10/2020,912,LILI HORTENCIA MEJIA MARTINEZ,19035.00,"2.625,52",0,"16.409,48",0,1FF8B975-F79A-4FF7-912D-2450EDD80823,Peso Mexicano,Yarisbeth
IMP,23/10/2020,913,PRODUCTOS FRUGO,755.65,"104,23",0,"723,81",0,5C1A4B4A-2103-4FBC-B949-A0748A761552,Dólar Americano,Yarisbeth
IMP,23/10/2020,914,21 RESTO ,986.00,136,0,850,0,D4FAA346-ACE2-45B7-A856-115CCA333BE7,Peso Mexicano,Yarisbeth
IMP,23/10/2020,915,SAGOT,1508.00,208,0,"1.300,00",0,10AE3B5A-A5B6-410A-983E-A98F21CC2B0C,Dólar Americano,Ricardo Martinez
FCNS,26/10/2020,645,REDWINGS,425.30,"58,66",0,"366,64",0,6B931259-73F7-4D47-9CD8-072A8A460072,Peso Mexicano,Yarisbeth
IMP,26/10/2020,916,CARLOS EDUARDO CAUDILLO MÉNDEZ,1450.00,200,0,"1.250,00",0,3AF4709B-C200-4141-A430-5F8B5FD63100,Peso Mexicano,Yarisbeth
IMP,26/10/2020,917,MERCAMATERIALES ,638.00,88,0,550,0,9CAF6F7E-7B79-4438-BC63-88C782C90DDE,Peso Mexicano,Yarisbeth
IMP,27/10/2020,918,ACEITES Y ESPECIALIDADES DEL BAJIO ,1914.00,264,0,"1.650,00",0,AD99CFA5-62AF-4CEA-B905-1EFDE63487BF,Peso Mexicano,Yarisbeth
IMPM,28/10/2020,324,ESTRATEGIAS FINANCIERAS Y DE PROTECCION PATRIMONIAL UNIR,12835.43,"1.770,40",0,"11.065,03",0,776094E3-6753-45DD-BC78-746EFE075BE8,Peso Mexicano,Yarisbeth
IMPM,28/10/2020,325,FIMO CONSULTORIA AMBIENTAL,9280.00,"1.280,00",0,"8.000,00",0,D6BE24C3-6B34-48AE-9C1E-5BB0B9A192C1,Peso Mexicano,Yarisbeth
FCNS,29/10/2020,646,MIICA,638.00,88,0,550,1,1624849D-9E65-4D26-A591-B4C3D997E810,Peso Mexicano,Yarisbeth
FCNS,29/10/2020,647,CORPORATIVO ARHUMANO ,2552.00,352,0,"2.200,00",0,B40E812A-2A70-4F87-AB2C-D370781BC3C8,Peso Mexicano,Yarisbeth
FCNS,29/10/2020,648,PRODUCTOS FRUGO,1728.40,"238,4",0,"1.490,00",0,F0824D0E-A840-48BF-B4DF-8FAC7BBBE14A,Peso Mexicano,Yarisbeth
FCNS,31/10/2020,649,"""""""JARDÍN DE NIÑOS MI PRIMERA ESTANCIA DE SALAMANCA""",116.00,16,0,100,1,676A5795-B074-4EC2-957A-91A903539932,Peso Mexicano,Yarisbeth
FCNS,02/11/2020,650,PIZARONES INDUSTRIALES SERIMART ,9976.00,"1.376,00",0,"8.600,00",0,96716CEC-1336-41BB-9AF3-A6B82C4D8030,Peso Mexicano,Yarisbeth
IMP,02/11/2020,919,GERARDO ARREDONDO HERNANDEZ,11020.00,"1.520,00",0,"9.500,00",0,84B078EE-27C3-4837-AC64-CB1858F73E04,Peso Mexicano,Yarisbeth
IMP,02/11/2020,920,GERARDO ARREDONDO HERNANDEZ,3681.84,"507,84",0,"3.174,00",0,6E5691F1-3983-46D6-B30E-A77138F6C5E2,Peso Mexicano,Yarisbeth
IMP,02/11/2020,921,FUJITA CORPORATION,9222.00,"1.272,00",0,"7.950,00",0,AE7FBAAC-48C7-4A2F-BA89-2E3D76D65BEA,Peso Mexicano,(Ninguno)
IMP,02/11/2020,922,RIGS TECHNOLOGY SAPI DE CV,1392.00,192,0,"1.200,00",1,599A2770-7F49-478E-B260-AE1683F60C7E,Peso Mexicano,Yarisbeth
IMP,02/11/2020,923,PRODUCTOS FRUGO,6380.00,880,0,"5.500,00",0,5D8D3766-73DD-4583-9DB6-4948A2F0EA2B,Peso Mexicano,Yarisbeth
IMP,02/11/2020,924,DISTRIBUIDORA DE MATERIALES TRIANGULO,6722.20,"927,2",0,"5.795,00",0,AE5CF958-B612-418E-BD20-4065D59B501D,Peso Mexicano,Yarisbeth
IMP,02/11/2020,925,INSTITUTO DEL BAJIO,12391.65,"1.709,19",0,"10.682,46",0,8DD6E19E-47E5-4E72-A8AC-E9B3EF0054F7,Peso Mexicano,Ricardo Martinez
IMP,02/11/2020,926,INSTITUTO DEL BAJIO,3686.49,"508,48",0,"3.178,01",0,12C4AC4D-7B57-49DD-8EDD-1970E4DD3470,Peso Mexicano,Yarisbeth
IMPM,02/11/2020,326,ESTRATEGIAS FINANCIERAS Y DE PROTECCION PATRIMONIAL UNIR,2164.56,"298,56",0,"1.866,00",1,9E25A988-3571-4146-B188-6C518323BEF2,Peso Mexicano,Yarisbeth
IMPM,02/11/2020,327,IQFRESH TRANSPORT,2436.00,336,0,"2.100,00",0,65210D08-F9DB-4353-B3B1-F42FD50D9265,Peso Mexicano,Yarisbeth
IMPM,02/11/2020,328,ESTRATEGIAS FINANCIERAS Y DE PROTECCION PATRIMONIAL UNIR,2164.56,"298,56",0,"1.866,00",0,7E6A7024-EB52-483C-AE62-7852CA21B502,Peso Mexicano,Yarisbeth
IMPM,02/11/2020,329,VAPORIZACIONES  Y MULTISERVICIOS CASILLAS ,336.40,"46,4",0,290,0,F866A767-1CEB-4F5D-A4A0-FDF0C788CC84,Peso Mexicano,Yarisbeth
IMP,03/11/2020,927,INELBIO ,3236.40,"446,4",0,"2.790,00",0,3E054EC6-FACC-408B-8BC5-57D7A2C27B98,Peso Mexicano,Yarisbeth
IMPM,03/11/2020,330,AURORA MUÑOZ CHARRE,336.40,"46,4",0,290,0,B20262D6-2C63-40BD-BCC1-06DE80BD7D3F,Peso Mexicano,Yarisbeth
IMPM,03/11/2020,331,OSCAR HUGO CORONA BOTELLO,336.40,"46,4",0,290,0,13FF0306-62A9-4740-91BF-329C6A325897,Peso Mexicano,Yarisbeth
IMPM,03/11/2020,332,OSCAR HUGO CORONA BOTELLO,870.00,120,0,750,0,0C25E1DC-2828-4439-BBAE-D659E901A5F0,Peso Mexicano,(Ninguno)
IMPM,03/11/2020,333,OSCAR HUGO CORONA BOTELLO,870.00,120,0,750,0,0B397A2D-F78D-4640-937E-2385128B0FD0,Peso Mexicano,(Ninguno)
IMPM,03/11/2020,334,HUGO ELOY MARQUEZ DIOSDADO,2088.00,288,0,"1.800,00",1,35594E5D-DE93-4E14-B33B-7F01891FFFCB,Peso Mexicano,(Ninguno)
IMPM,03/11/2020,335,PATRICIA ILEANA ESCÁRCEGA MORALES,134.56,"18,56",0,116,0,29B67D21-6BE6-4878-827A-8BD48FAE67D1,Peso Mexicano,Yarisbeth
IMPM,05/11/2020,336,"""""""MINGSA INDUSTRIAL""",6380.00,880,0,"5.500,00",0,FA33BBFE-49AA-4AD9-8966-56D0F812EDEA,Peso Mexicano,Yarisbeth
IMP,07/11/2020,928,GERARDO ARREDONDO HERNANDEZ,12465.36,"1.719,36",0,"11.940,00",1,531BFA7A-0B46-4556-BF52-7BC880887CE4,Peso Mexicano,Alejandro Velazquez
IMP,07/11/2020,929,CORPORATIVO DE COMBUSTIBLES ,319.00,44,0,275,0,4C037031-5DBB-454E-837F-E8549BD5AF56,Peso Mexicano,Yarisbeth
IMPM,07/11/2020,337,CARMEN RAQUEL TREJO GRANADOS,1740.00,240,0,"1.500,00",0,DC2AC074-6131-4B01-803C-40F410E776A0,Peso Mexicano,Yarisbeth
IMP,10/11/2020,930,BIANCA ELIZABETH HERRERA BONILLA,23722.00,"3.272,00",0,"20.450,00",0,BD1B1D4F-CF5A-4A94-AD12-917DEB8F2C45,Peso Mexicano,Alejandro Velazquez
IMP,10/11/2020,931,OPENPAY SAPI DE CV,11.60,"1,6",0,10,1,A37E188A-3BC6-4E85-A5CB-EFF3304ED722,Peso Mexicano,David Martin
IMP,11/11/2020,932,FUJITA CORPORATION,23241.48,"3.205,72",0,"20.035,76",0,B082AAE7-C5B3-46B2-B6DD-FE4912006634,Peso Mexicano,David Martin
IMP,11/11/2020,934,FUJITA CORPORATION,37120.00,"5.120,00",0,"32.000,00",0,0CDCEC01-3688-4525-9BD8-84DC34C15E33,Peso Mexicano,David Martin
IMP,11/11/2020,935,ANTONIA NUÑEZ HERNANDEZ,3385.85,"467,01",0,"3.243,16",0,A78C179A-A63F-4279-8ABE-98EBA0764EE1,Peso Mexicano,Alejandro Velazquez
IMPM,12/11/2020,338,PIBSE GROUP ,269.12,"37,12",0,232,0,B90A149B-FB08-42C7-A1DB-8D73B3C98789,Peso Mexicano,David Martin
IMP,17/11/2020,936,J CLIMA SISTEMAS MÉXICO ,648.31,"89,42",0,"558,89",0,F3ED3E7B-C9C7-45E2-A5D0-96DFEA5A64E5,Peso Mexicano,Alejandro Velazquez
IMP,18/11/2020,937,PARTIDO ACCION NACIONAL,928.00,128,0,800,1,E03BDF5C-9783-4E44-B5FE-131810B6859A,Peso Mexicano,Yarisbeth
FCNS,19/11/2020,651,CORPORATIVO DE COMBUSTIBLES ,319.00,44,0,275,0,6C26F0BF-0A3C-4617-B4A1-727C582BEF2E,Peso Mexicano,Yarisbeth
FCNS,19/11/2020,652,TSO Y ASOCIADOS,6913.60,"953,6",0,"5.960,00",0,8193F986-C775-40C5-8090-4350D46A2CD9,Peso Mexicano,Yarisbeth
IMP,19/11/2020,938,FERRETERAS UNIDAS ,1590.00,"219,31",0,"1.370,69",0,0F4495B0-0351-4354-82EB-A44CAC7BFB41,Peso Mexicano,Gandhi Flores
